half_life,n_total,n_with_market,mean_rho,model_ll_all,model_ll_overlap,market_ll_overlap,blend_ll_w0.00,blend_ll_w0.05,blend_ll_w0.10,blend_ll_w0.15,blend_ll_w0.20,blend_ll_w0.25,blend_ll_w0.30,blend_ll_w0.40,blend_ll_w0.50
540,3178,2806,-0.07936516600012525,0.9978,0.9978,0.9709,0.9709,0.9712,0.9717,0.9722,0.9729,0.9737,0.9746,0.9766,0.9791
